Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 18/08/2021
TIME       : 20:27:52
FILENAME   : C:\Users\JOKAM LINE\Documents\ProSEP\Mission\Juillet2021\Data\Datalogger\PROSEP\CSV\Douka_Longo_210818202752_X0709.CSV
CREATED BY : Diver-Office 11.2.0.1
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..06-X0709  317.
  Instrument number       =          UTC+1     
                          =0
  Location                =Douka_Longo
  Sample period           =M60
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     ms/cm
  Range                   =30,000    ms/cm


[Series settings]
  Serial number           =..06-X0709  317.
  Instrument number       =          UTC+1     
  Location                =Douka_Longo
  Sample period           =00 00:60:00 0
  Sample method           =T   
  Start date / time       =00:00:12 24/03/21
  End date / time         =00:00:10 17/08/21
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     ms/cm
  Range                   =30,000    ms/cm


Date/time;Pressure[cmH2O];Temperature[°C];1:Conductivity[ms/cm]
2021/04/09 02:00:00;1001,358;24,397;0,000
2021/04/09 03:00:00;1000,950;23,957;0,000
2021/04/09 04:00:00;1001,242;23,257;0,000
2021/04/09 05:00:00;1001,417;22,463;0,000
2021/04/09 06:00:00;1002,117;22,073;0,000
2021/04/09 07:00:00;1003,458;23,853;0,000
2021/04/09 08:00:00;1004,742;28,293;0,000
2021/04/09 09:00:00;1005,092;33,517;0,000
2021/04/09 10:00:00;1004,858;36,270;0,000
2021/04/09 11:00:00;1004,392;37,130;0,000
2021/04/09 12:00:00;1003,283;38,353;0,000
2021/04/09 13:00:00;1002,000;41,037;0,000
2021/04/09 14:00:00;1000,658;41,373;0,000
2021/04/09 15:00:00;999,608;39,757;0,000
2021/04/09 16:00:00;998,558;38,313;0,000
2021/04/09 17:00:00;998,558;36,850;0,000
2021/04/09 18:00:00;999,142;33,217;0,000
2021/04/09 19:00:00;1000,600;29,320;0,000
2021/04/09 20:00:00;1001,825;30,597;0,000
2021/04/09 21:00:00;1002,817;31,433;0,000
2021/04/09 22:00:00;1003,400;31,660;0,000
2021/04/09 23:00:00;1003,167;30,920;0,000
2021/04/10 00:00:00;1002,058;29,837;0,000
2021/04/10 01:00:00;1002,058;28,213;0,000
2021/04/10 02:00:00;1002,117;26,827;0,000
2021/04/10 03:00:00;1002,000;26,360;0,000
2021/04/10 04:00:00;1002,000;25,690;0,000
2021/04/10 05:00:00;1002,467;25,663;0,000
2021/04/10 06:00:00;1002,817;25,300;0,000
2021/04/10 07:00:00;1003,342;27,533;0,000
2021/04/10 08:00:00;1004,100;30,160;0,000
2021/04/10 09:00:00;1004,508;32,817;0,000
2021/04/10 10:00:00;1004,917;34,457;0,000
2021/04/10 11:00:00;1004,100;35,760;0,000
2021/04/10 12:00:00;1002,992;37,150;0,000
2021/04/10 13:00:00;1001,883;39,663;0,000
2021/04/10 14:00:00;1000,600;40,583;0,000
2021/04/10 15:00:00;999,317;38,797;0,000
2021/04/10 16:00:00;998,558;38,960;0,000
2021/04/10 17:00:00;998,267;39,897;0,000
2021/04/10 18:00:00;998,967;36,507;0,000
2021/04/10 19:00:00;1001,708;30,813;0,000
2021/04/10 20:00:00;1001,883;30,043;0,000
2021/04/10 21:00:00;1003,167;29,537;0,000
2021/04/10 22:00:00;1003,342;28,650;0,000
2021/04/10 23:00:00;1002,350;28,980;0,000
2021/04/11 00:00:00;1001,475;29,080;0,000
2021/04/11 01:00:00;1002,117;28,743;0,000
2021/04/11 02:00:00;1001,125;28,133;0,000
2021/04/11 03:00:00;1001,767;27,917;0,000
2021/04/11 04:00:00;1001,125;28,073;0,000
2021/04/11 05:00:00;1001,942;27,540;0,000
2021/04/11 06:00:00;1002,817;27,393;0,000
2021/04/11 07:00:00;1003,633;27,680;0,000
2021/04/11 08:00:00;1004,800;31,053;0,000
2021/04/11 09:00:00;1005,150;32,383;0,000
2021/04/11 10:00:00;1005,092;34,070;0,000
2021/04/11 11:00:00;1005,033;35,730;0,000
2021/04/11 12:00:00;1004,275;37,170;0,000
2021/04/11 13:00:00;1003,400;40,690;0,000
2021/04/11 14:00:00;1002,000;40,683;0,000
2021/04/11 15:00:00;1001,067;38,657;0,000
2021/04/11 16:00:00;1000,600;38,673;0,000
2021/04/11 17:00:00;1000,483;37,970;0,000
2021/04/11 18:00:00;1001,183;34,170;0,000
2021/04/11 19:00:00;1002,058;30,887;0,000
2021/04/11 20:00:00;1002,992;29,533;0,000
2021/04/11 21:00:00;1003,633;29,783;0,000
2021/04/11 22:00:00;1004,567;28,893;0,000
2021/04/11 23:00:00;1004,275;27,747;0,000
2021/04/12 00:00:00;1004,683;26,880;0,000
2021/04/12 01:00:00;1004,333;26,333;0,000
2021/04/12 02:00:00;1004,450;26,363;0,000
2021/04/12 03:00:00;1004,625;27,840;0,000
2021/04/12 04:00:00;1004,450;28,343;0,000
2021/04/12 05:00:00;1004,917;28,070;0,000
2021/04/12 06:00:00;1005,500;26,000;0,000
2021/04/12 07:00:00;1006,667;27,297;0,000
2021/04/12 08:00:00;1007,367;30,643;0,000
2021/04/12 09:00:00;1008,183;33,077;0,000
2021/04/12 10:00:00;1007,600;33,887;0,000
2021/04/12 11:00:00;1007,250;35,870;0,000
2021/04/12 12:00:00;1006,258;37,330;0,000
2021/04/12 13:00:00;1004,917;40,990;0,000
2021/04/12 14:00:00;1003,575;41,257;0,000
2021/04/12 15:00:00;1002,292;39,713;0,000
2021/04/12 16:00:00;1001,533;38,913;0,000
2021/04/12 17:00:00;1001,592;39,093;0,000
2021/04/12 18:00:00;1001,767;35,007;0,000
2021/04/12 19:00:00;1002,467;30,903;0,000
2021/04/12 20:00:00;1003,050;29,770;0,000
2021/04/12 21:00:00;1004,275;30,723;0,000
2021/04/12 22:00:00;1005,033;28,943;0,000
2021/04/12 23:00:00;1005,383;27,403;0,000
2021/04/13 00:00:00;1004,742;26,620;0,000
2021/04/13 01:00:00;1003,983;26,003;0,000
2021/04/13 02:00:00;1003,983;26,223;0,000
2021/04/13 03:00:00;1003,983;25,840;0,000
2021/04/13 04:00:00;1004,158;26,203;0,000
2021/04/13 05:00:00;1004,800;25,823;0,000
2021/04/13 06:00:00;1005,908;26,110;0,000
2021/04/13 07:00:00;1006,608;27,003;0,000
2021/04/13 08:00:00;1007,250;27,590;0,000
2021/04/13 09:00:00;1007,542;28,343;0,000
2021/04/13 10:00:00;1007,308;32,270;0,000
2021/04/13 11:00:00;1007,367;34,383;0,000
2021/04/13 12:00:00;1006,783;33,967;0,000
2021/04/13 13:00:00;1005,850;34,923;0,000
2021/04/13 14:00:00;1004,858;35,483;0,000
2021/04/13 15:00:00;1004,158;34,053;0,000
2021/04/13 16:00:00;1003,458;35,640;0,000
2021/04/13 17:00:00;1003,458;38,153;0,000
2021/04/13 18:00:00;1003,692;33,460;0,000
2021/04/13 19:00:00;1004,858;31,897;0,000
2021/04/13 20:00:00;1007,075;26,427;0,000
2021/04/13 21:00:00;1009,933;26,603;0,000
2021/04/13 22:00:00;1010,633;23,477;0,000
2021/04/13 23:00:00;1009,700;23,520;0,000
2021/04/14 00:00:00;1007,658;23,763;0,000
2021/04/14 01:00:00;1006,025;23,760;0,000
2021/04/14 02:00:00;1004,508;24,193;0,000
2021/04/14 03:00:00;1005,092;24,543;0,000
2021/04/14 04:00:00;1004,508;24,730;0,000
2021/04/14 05:00:00;1004,800;24,573;0,000
2021/04/14 06:00:00;1006,200;24,423;0,000
2021/04/14 07:00:00;1007,308;25,270;0,000
2021/04/14 08:00:00;1008,008;26,237;0,000
2021/04/14 09:00:00;1008,475;29,873;0,000
2021/04/14 10:00:00;1008,242;30,570;0,000
2021/04/14 11:00:00;1008,125;31,793;0,000
2021/04/14 12:00:00;1007,133;33,650;0,000
2021/04/14 13:00:00;1005,792;37,710;0,000
2021/04/14 14:00:00;1004,217;38,060;0,000
2021/04/14 15:00:00;1003,108;36,850;0,000
2021/04/14 16:00:00;1002,058;36,557;0,000
2021/04/14 17:00:00;1001,767;34,383;0,000
2021/04/14 18:00:00;1002,175;32,190;0,000
2021/04/14 19:00:00;1002,875;28,390;0,000
2021/04/14 20:00:00;1003,983;27,193;0,000
2021/04/14 21:00:00;1004,450;26,637;0,000
2021/04/14 22:00:00;1005,033;26,323;0,000
2021/04/14 23:00:00;1004,917;26,307;0,000
2021/04/15 00:00:00;1004,567;25,747;0,000
2021/04/15 01:00:00;1004,217;25,340;0,000
2021/04/15 02:00:00;1004,217;24,797;0,000
2021/04/15 03:00:00;1004,042;24,413;0,000
2021/04/15 04:00:00;1004,042;24,563;0,000
2021/04/15 05:00:00;1004,625;25,007;0,000
2021/04/15 06:00:00;1005,267;25,240;0,000
2021/04/15 07:00:00;1006,200;26,120;0,000
2021/04/15 08:00:00;1006,900;29,370;0,000
2021/04/15 09:00:00;1007,425;31,863;0,000
2021/04/15 10:00:00;1007,425;33,493;0,000
2021/04/15 11:00:00;1006,958;35,123;0,000
2021/04/15 12:00:00;1005,850;36,717;0,000
2021/04/15 13:00:00;1004,858;38,863;0,000
2021/04/15 14:00:00;1003,283;39,613;0,000
2021/04/15 15:00:00;1001,883;38,130;0,000
2021/04/15 16:00:00;1001,242;37,670;0,000
2021/04/15 17:00:00;1000,775;36,363;0,000
2021/04/15 18:00:00;1000,308;33,150;0,000
2021/04/15 19:00:00;1001,242;29,673;0,000
2021/04/15 20:00:00;1001,767;28,720;0,000
2021/04/15 21:00:00;1002,525;28,440;0,000
2021/04/15 22:00:00;1003,167;29,317;0,000
2021/04/15 23:00:00;1003,517;29,287;0,000
2021/04/16 00:00:00;1003,050;27,573;0,000
2021/04/16 01:00:00;1002,933;27,270;0,000
2021/04/16 02:00:00;1002,117;26,427;0,000
2021/04/16 03:00:00;1001,533;25,767;0,000
2021/04/16 04:00:00;1002,000;25,307;0,000
2021/04/16 05:00:00;1002,467;25,033;0,000
2021/04/16 06:00:00;1003,283;24,827;0,000
2021/04/16 07:00:00;1004,275;26,820;0,000
2021/04/16 08:00:00;1005,033;29,760;0,000
2021/04/16 09:00:00;1005,267;33,170;0,000
2021/04/16 10:00:00;1004,858;35,607;0,000
2021/04/16 11:00:00;1003,808;36,083;0,000
2021/04/16 12:00:00;1003,108;37,090;0,000
2021/04/16 13:00:00;1001,825;40,183;0,000
2021/04/16 14:00:00;1000,717;40,623;0,000
2021/04/16 15:00:00;1000,017;38,157;0,000
2021/04/16 16:00:00;999,083;37,603;0,000
2021/04/16 17:00:00;999,667;38,290;0,000
2021/04/16 18:00:00;999,492;33,533;0,000
2021/04/16 19:00:00;1000,017;30,037;0,000
2021/04/16 20:00:00;1001,242;30,440;0,000
2021/04/16 21:00:00;1001,592;30,280;0,000
2021/04/16 22:00:00;1002,117;28,227;0,000
2021/04/16 23:00:00;1002,408;27,773;0,000
2021/04/17 00:00:00;1002,233;27,007;0,000
2021/04/17 01:00:00;1002,117;26,353;0,000
2021/04/17 02:00:00;1002,000;25,757;0,000
2021/04/17 03:00:00;1001,533;25,437;0,000
2021/04/17 04:00:00;1002,292;25,017;0,000
2021/04/17 05:00:00;1002,933;24,663;0,000
2021/04/17 06:00:00;1003,575;24,420;0,000
2021/04/17 07:00:00;1004,158;25,820;0,000
2021/04/17 08:00:00;1004,858;29,173;0,000
2021/04/17 09:00:00;1005,442;33,123;0,000
2021/04/17 10:00:00;1004,858;35,520;0,000
2021/04/17 11:00:00;1004,392;36,447;0,000
2021/04/17 12:00:00;1003,283;37,783;0,000
2021/04/17 13:00:00;1002,000;40,290;0,000
2021/04/17 14:00:00;1000,717;40,543;0,000
2021/04/17 15:00:00;1000,133;39,420;0,000
2021/04/17 16:00:00;999,317;39,437;0,000
2021/04/17 17:00:00;999,083;38,633;0,000
2021/04/17 18:00:00;999,142;34,043;0,000
2021/04/17 19:00:00;999,725;30,307;0,000
2021/04/17 20:00:00;1001,358;30,980;0,000
2021/04/17 21:00:00;1001,417;30,537;0,000
2021/04/17 22:00:00;1001,883;30,127;0,000
2021/04/17 23:00:00;1002,525;28,987;0,000
2021/04/18 00:00:00;1002,233;28,547;0,000
2021/04/18 01:00:00;1002,233;27,813;0,000
2021/04/18 02:00:00;1002,583;27,267;0,000
2021/04/18 03:00:00;1002,817;27,160;0,000
2021/04/18 04:00:00;1003,342;26,750;0,000
2021/04/18 05:00:00;1003,983;27,193;0,000
2021/04/18 06:00:00;1005,267;28,120;0,000
2021/04/18 07:00:00;1006,608;28,117;0,000
2021/04/18 08:00:00;1005,792;28,837;0,000
2021/04/18 09:00:00;1006,433;29,103;0,000
2021/04/18 10:00:00;1006,375;33,080;0,000
2021/04/18 11:00:00;1005,733;34,760;0,000
2021/04/18 12:00:00;1004,567;36,647;0,000
2021/04/18 13:00:00;1003,692;39,083;0,000
2021/04/18 14:00:00;1002,583;38,857;0,000
2021/04/18 15:00:00;1001,767;38,320;0,000
2021/04/18 16:00:00;1001,242;38,317;0,000
2021/04/18 17:00:00;1001,650;38,687;0,000
2021/04/18 18:00:00;1001,417;36,343;0,000
2021/04/18 19:00:00;1001,825;32,647;0,000
2021/04/18 20:00:00;1002,350;29,343;0,000
2021/04/18 21:00:00;1003,167;28,540;0,000
2021/04/18 22:00:00;1003,983;28,767;0,000
2021/04/18 23:00:00;1003,808;28,007;0,000
2021/04/19 00:00:00;1003,983;27,707;0,000
2021/04/19 01:00:00;1003,458;27,290;0,000
2021/04/19 02:00:00;1003,050;27,100;0,000
2021/04/19 03:00:00;1003,225;26,570;0,000
2021/04/19 04:00:00;1003,517;26,113;0,000
2021/04/19 05:00:00;1003,867;25,710;0,000
2021/04/19 06:00:00;1004,333;25,797;0,000
2021/04/19 07:00:00;1005,850;27,257;0,000
2021/04/19 08:00:00;1006,550;30,807;0,000
2021/04/19 09:00:00;1006,842;32,747;0,000
2021/04/19 10:00:00;1006,317;34,823;0,000
2021/04/19 11:00:00;1006,142;36,193;0,000
2021/04/19 12:00:00;1005,150;37,277;0,000
2021/04/19 13:00:00;1003,575;39,990;0,000
2021/04/19 14:00:00;1002,292;40,667;0,000
2021/04/19 15:00:00;1001,533;40,127;0,000
2021/04/19 16:00:00;1001,067;39,443;0,000
2021/04/19 17:00:00;1001,067;38,713;0,000
2021/04/19 18:00:00;1001,592;36,140;0,000
2021/04/19 19:00:00;1002,408;30,907;0,000
2021/04/19 20:00:00;1002,233;29,517;0,000
2021/04/19 21:00:00;1002,583;28,343;0,000
2021/04/19 22:00:00;1003,458;27,960;0,000
2021/04/19 23:00:00;1003,808;27,623;0,000
2021/04/20 00:00:00;1003,633;27,137;0,000
2021/04/20 01:00:00;1003,633;27,183;0,000
2021/04/20 02:00:00;1003,400;26,960;0,000
2021/04/20 03:00:00;1003,225;26,470;0,000
2021/04/20 04:00:00;1003,225;26,047;0,000
2021/04/20 05:00:00;1003,867;25,620;0,000
2021/04/20 06:00:00;1004,508;25,370;0,000
2021/04/20 07:00:00;1005,208;27,150;0,000
2021/04/20 08:00:00;1006,083;31,780;0,000
2021/04/20 09:00:00;1006,142;34,623;0,000
2021/04/20 10:00:00;1005,675;36,420;0,000
2021/04/20 11:00:00;1005,033;37,300;0,000
2021/04/20 12:00:00;1004,042;39,247;0,000
2021/04/20 13:00:00;1003,050;40,393;0,000
2021/04/20 14:00:00;1001,358;40,803;0,000
2021/04/20 15:00:00;1000,133;39,980;0,000
2021/04/20 16:00:00;999,317;39,513;0,000
2021/04/20 17:00:00;998,967;37,690;0,000
2021/04/20 18:00:00;999,433;34,803;0,000
2021/04/20 19:00:00;1000,308;30,870;0,000
2021/04/20 20:00:00;1001,592;29,840;0,000
2021/04/20 21:00:00;1002,175;30,050;0,000
2021/04/20 22:00:00;1002,642;29,920;0,000
2021/04/20 23:00:00;1002,700;28,650;0,000
2021/04/21 00:00:00;1002,583;27,827;0,000
2021/04/21 01:00:00;1002,467;27,197;0,000
2021/04/21 02:00:00;1002,758;26,747;0,000
2021/04/21 03:00:00;1002,933;26,440;0,000
2021/04/21 04:00:00;1003,342;26,130;0,000
2021/04/21 05:00:00;1003,983;25,687;0,000
2021/04/21 06:00:00;1004,917;25,487;0,000
2021/04/21 07:00:00;1005,967;27,053;0,000
2021/04/21 08:00:00;1006,433;29,387;0,000
2021/04/21 09:00:00;1006,492;34,347;0,000
2021/04/21 10:00:00;1005,967;35,270;0,000
2021/04/21 11:00:00;1005,675;36,637;0,000
2021/04/21 12:00:00;1004,217;38,327;0,000
2021/04/21 13:00:00;1002,875;41,273;0,000
2021/04/21 14:00:00;1001,825;41,010;0,000
2021/04/21 15:00:00;1001,067;39,367;0,000
2021/04/21 16:00:00;1000,250;39,667;0,000
2021/04/21 17:00:00;1000,017;38,730;0,000
2021/04/21 18:00:00;1000,542;35,303;0,000
2021/04/21 19:00:00;1001,533;30,827;0,000
2021/04/21 20:00:00;1002,350;30,290;0,000
2021/04/21 21:00:00;1003,050;29,693;0,000
2021/04/21 22:00:00;1003,167;29,097;0,000
2021/04/21 23:00:00;1003,342;28,433;0,000
2021/04/22 00:00:00;1002,875;28,023;0,000
2021/04/22 01:00:00;1002,700;27,630;0,000
2021/04/22 02:00:00;1002,292;27,347;0,000
2021/04/22 03:00:00;1002,292;27,027;0,000
2021/04/22 04:00:00;1003,050;26,770;0,000
2021/04/22 05:00:00;1004,275;26,697;0,000
2021/04/22 06:00:00;1004,917;26,790;0,000
2021/04/22 07:00:00;1005,675;27,440;0,000
2021/04/22 08:00:00;1006,725;30,633;0,000
2021/04/22 09:00:00;1006,783;35,237;0,000
2021/04/22 10:00:00;1006,142;36,567;0,000
2021/04/22 11:00:00;1005,442;37,683;0,000
2021/04/22 12:00:00;1004,275;38,633;0,000
2021/04/22 13:00:00;1002,758;40,170;0,000
2021/04/22 14:00:00;1001,358;40,093;0,000
2021/04/22 15:00:00;999,492;33,357;0,000
2021/04/22 16:00:00;999,900;32,143;0,000
2021/04/22 17:00:00;1000,308;32,530;0,000
2021/04/22 18:00:00;1001,592;30,920;0,000
2021/04/22 19:00:00;1002,467;30,940;0,000
2021/04/22 20:00:00;1003,167;29,757;0,000
2021/04/22 21:00:00;1004,100;28,400;0,000
2021/04/22 22:00:00;1004,392;27,857;0,000
2021/04/22 23:00:00;1004,158;27,253;0,000
2021/04/23 00:00:00;1003,983;27,733;0,000
2021/04/23 01:00:00;1003,400;27,480;0,000
2021/04/23 02:00:00;1003,225;27,103;0,000
2021/04/23 03:00:00;1003,983;26,627;0,000
2021/04/23 04:00:00;1003,983;26,583;0,000
2021/04/23 05:00:00;1003,575;24,913;0,000
2021/04/23 06:00:00;1004,333;25,120;0,000
2021/04/23 07:00:00;1005,383;26,153;0,000
2021/04/23 08:00:00;1006,608;28,997;0,000
2021/04/23 09:00:00;1007,133;31,917;0,000
2021/04/23 10:00:00;1007,717;33,083;0,000
2021/04/23 11:00:00;1006,667;34,427;0,000
2021/04/23 12:00:00;1005,500;36,483;0,000
2021/04/23 13:00:00;1003,867;38,973;0,000
2021/04/23 14:00:00;1002,467;39,400;0,000
2021/04/23 15:00:00;1001,533;37,250;0,000
2021/04/23 16:00:00;1000,483;37,203;0,000
2021/04/23 17:00:00;1000,833;37,240;0,000
2021/04/23 18:00:00;1001,008;36,287;0,000
2021/04/23 19:00:00;1001,942;32,020;0,000
2021/04/23 20:00:00;1002,642;29,610;0,000
2021/04/23 21:00:00;1003,517;28,747;0,000
2021/04/23 22:00:00;1004,392;28,423;0,000
2021/04/23 23:00:00;1003,808;28,063;0,000
2021/04/24 00:00:00;1003,633;28,023;0,000
2021/04/24 01:00:00;1002,992;27,620;0,000
2021/04/24 02:00:00;1002,233;27,083;0,000
2021/04/24 03:00:00;1001,825;26,667;0,000
2021/04/24 04:00:00;1002,467;26,867;0,000
2021/04/24 05:00:00;1002,817;26,160;0,000
2021/04/24 06:00:00;1003,517;25,737;0,000
2021/04/24 07:00:00;1004,100;27,573;0,000
2021/04/24 08:00:00;1004,567;30,320;0,000
2021/04/24 09:00:00;1004,917;34,353;0,000
2021/04/24 10:00:00;1004,742;36,387;0,000
2021/04/24 11:00:00;1004,275;37,223;0,000
2021/04/24 12:00:00;1003,225;38,673;0,000
2021/04/24 13:00:00;1002,292;40,697;0,000
2021/04/24 14:00:00;1000,600;40,517;0,000
2021/04/24 15:00:00;999,375;36,843;0,000
2021/04/24 16:00:00;999,550;31,983;0,000
2021/04/24 17:00:00;999,842;30,803;0,000
2021/04/24 18:00:00;1005,033;30,200;0,000
2021/04/24 19:00:00;1006,258;23,380;0,000
2021/04/24 20:00:00;1005,617;23,887;0,000
2021/04/24 21:00:00;1006,550;24,153;0,000
2021/04/24 22:00:00;1005,792;23,327;0,000
2021/04/24 23:00:00;1006,317;23,223;0,000
2021/04/25 00:00:00;1004,683;23,557;0,000
2021/04/25 01:00:00;1004,683;24,147;0,000
2021/04/25 02:00:00;1004,217;24,440;0,000
2021/04/25 03:00:00;1003,983;24,170;0,000
2021/04/25 04:00:00;1004,100;24,287;0,000
2021/04/25 05:00:00;1004,567;24,460;0,000
2021/04/25 06:00:00;1005,150;24,433;0,000
2021/04/25 07:00:00;1005,792;25,397;0,000
2021/04/25 08:00:00;1007,308;26,747;0,000
2021/04/25 09:00:00;1007,658;28,893;0,000
2021/04/25 10:00:00;1007,192;30,787;0,000
2021/04/25 11:00:00;1006,550;30,683;0,000
2021/04/25 12:00:00;1005,850;33,133;0,000
2021/04/25 13:00:00;1004,275;35,463;0,000
2021/04/25 14:00:00;1002,992;35,910;0,000
2021/04/25 15:00:00;1002,117;34,780;0,000
2021/04/25 16:00:00;1001,825;34,860;0,000
2021/04/25 17:00:00;1001,825;36,210;0,000
2021/04/25 18:00:00;1002,117;34,427;0,000
2021/04/25 19:00:00;1002,700;29,260;0,000
2021/04/25 20:00:00;1002,700;28,053;0,000
2021/04/25 21:00:00;1003,633;27,627;0,000
2021/04/25 22:00:00;1004,450;27,343;0,000
2021/04/25 23:00:00;1004,858;27,160;0,000
2021/04/26 00:00:00;1004,567;26,827;0,000
2021/04/26 01:00:00;1004,275;26,463;0,000
2021/04/26 02:00:00;1003,575;26,187;0,000
2021/04/26 03:00:00;1003,283;25,907;0,000
2021/04/26 04:00:00;1003,517;25,530;0,000
2021/04/26 05:00:00;1004,217;25,453;0,000
2021/04/26 06:00:00;1004,917;25,463;0,000
2021/04/26 07:00:00;1005,267;26,830;0,000
2021/04/26 08:00:00;1006,317;29,183;0,000
2021/04/26 09:00:00;1006,842;32,103;0,000
2021/04/26 10:00:00;1006,492;33,553;0,000
2021/04/26 11:00:00;1005,733;34,047;0,000
2021/04/26 12:00:00;1004,858;35,420;0,000
2021/04/26 13:00:00;1003,750;37,907;0,000
2021/04/26 14:00:00;1002,117;37,740;0,000
2021/04/26 15:00:00;1000,833;37,150;0,000
2021/04/26 16:00:00;1000,133;36,563;0,000
2021/04/26 17:00:00;1000,075;36,210;0,000
2021/04/26 18:00:00;999,958;33,820;0,000
2021/04/26 19:00:00;1001,242;30,417;0,000
2021/04/26 20:00:00;1001,708;29,293;0,000
2021/04/26 21:00:00;1003,167;29,757;0,000
2021/04/26 22:00:00;1003,342;28,297;0,000
2021/04/26 23:00:00;1003,283;28,960;0,000
2021/04/27 00:00:00;1003,750;28,937;0,000
2021/04/27 01:00:00;1002,817;28,213;0,000
2021/04/27 02:00:00;1001,650;28,000;0,000
2021/04/27 03:00:00;1001,592;28,030;0,000
2021/04/27 04:00:00;1001,883;27,463;0,000
2021/04/27 05:00:00;1002,350;27,237;0,000
2021/04/27 06:00:00;1002,583;27,153;0,000
2021/04/27 07:00:00;1003,050;27,657;0,000
2021/04/27 08:00:00;1003,458;29,430;0,000
2021/04/27 09:00:00;1003,983;32,360;0,000
2021/04/27 10:00:00;1004,275;34,730;0,000
2021/04/27 11:00:00;1003,458;35,387;0,000
2021/04/27 12:00:00;1002,992;36,403;0,000
2021/04/27 13:00:00;1001,708;37,917;0,000
2021/04/27 14:00:00;999,667;38,283;0,000
2021/04/27 15:00:00;998,792;37,883;0,000
2021/04/27 16:00:00;998,092;38,403;0,000
2021/04/27 17:00:00;997,683;36,533;0,000
2021/04/27 18:00:00;997,917;33,013;0,000
2021/04/27 19:00:00;998,617;29,493;0,000
2021/04/27 20:00:00;999,550;30,040;0,000
2021/04/27 21:00:00;1000,775;29,733;0,000
2021/04/27 22:00:00;1001,767;28,433;0,000
2021/04/27 23:00:00;1001,942;28,027;0,000
2021/04/28 00:00:00;1002,000;27,867;0,000
2021/04/28 01:00:00;1001,008;27,467;0,000
2021/04/28 02:00:00;1001,067;27,103;0,000
2021/04/28 03:00:00;1001,533;26,817;0,000
2021/04/28 04:00:00;1002,292;26,747;0,000
2021/04/28 05:00:00;1002,933;26,450;0,000
2021/04/28 06:00:00;1002,933;26,333;0,000
2021/04/28 07:00:00;1003,633;27,313;0,000
2021/04/28 08:00:00;1004,567;29,417;0,000
2021/04/28 09:00:00;1004,858;31,957;0,000
2021/04/28 10:00:00;1004,625;34,150;0,000
2021/04/28 11:00:00;1004,158;35,070;0,000
2021/04/28 12:00:00;1003,750;36,703;0,000
2021/04/28 13:00:00;1002,233;37,650;0,000
2021/04/28 14:00:00;1001,825;37,557;0,000
2021/04/28 15:00:00;1000,483;37,487;0,000
2021/04/28 16:00:00;999,667;37,663;0,000
2021/04/28 17:00:00;999,550;37,857;0,000
2021/04/28 18:00:00;1000,425;32,343;0,000
2021/04/28 19:00:00;1001,125;30,437;0,000
2021/04/28 20:00:00;1001,883;28,887;0,000
2021/04/28 21:00:00;1002,817;28,503;0,000
2021/04/28 22:00:00;1003,633;28,970;0,000
2021/04/28 23:00:00;1003,458;27,960;0,000
2021/04/29 00:00:00;1003,458;27,473;0,000
2021/04/29 01:00:00;1003,167;27,083;0,000
2021/04/29 02:00:00;1003,633;27,973;0,000
2021/04/29 03:00:00;1003,517;27,323;0,000
2021/04/29 04:00:00;1003,983;26,973;0,000
2021/04/29 05:00:00;1004,275;26,427;0,000
2021/04/29 06:00:00;1004,742;25,973;0,000
2021/04/29 07:00:00;1005,675;28,347;0,000
2021/04/29 08:00:00;1006,258;29,977;0,000
2021/04/29 09:00:00;1006,083;32,140;0,000
2021/04/29 10:00:00;1006,667;33,433;0,000
2021/04/29 11:00:00;1006,433;35,057;0,000
2021/04/29 12:00:00;1005,500;35,697;0,000
2021/04/29 13:00:00;1004,508;36,633;0,000
2021/04/29 14:00:00;1003,458;35,777;0,000
2021/04/29 15:00:00;1002,525;37,223;0,000
2021/04/29 16:00:00;1002,233;37,083;0,000
2021/04/29 17:00:00;1002,000;36,093;0,000
2021/04/29 18:00:00;1001,942;33,563;0,000
2021/04/29 19:00:00;1002,058;29,873;0,000
2021/04/29 20:00:00;1002,525;28,860;0,000
2021/04/29 21:00:00;1003,167;28,057;0,000
2021/04/29 22:00:00;1003,692;27,477;0,000
2021/04/29 23:00:00;1003,867;27,227;0,000
2021/04/30 00:00:00;1003,983;27,307;0,000
2021/04/30 01:00:00;1003,633;27,020;0,000
2021/04/30 02:00:00;1003,633;26,880;0,000
2021/04/30 03:00:00;1003,692;27,100;0,000
